State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Not having Children(Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
Kerala,2005,9244.0,6830.0,2414.0,831,,45,85,852,94,14,17,63,69,12,2649,112,1,3,1395,81,,43,1411,1223,35,1,10,34,14,14,136,55,169,802,2811,2967,478,29,1933,2000,1468,597,2,446,4261,18,5,78,0,,128,20,17,29,163,12,1118,1413,4082,162,56,104,400,85,322,281,1221,36,7063,1766,101,278,9244.0,9244.0,9244.0,9244.0,9244.0
Kerala,2006,9026.0,6583.0,2443.0,746,,31,65,612,73,24,19,117,60,79,3418,1,2,2,1511,70,,30,719,1285,11,11,0,19,5,18,98,66,197,885,2603,2912,434,27,1902,1581,1587,542,1,410,4427,7,6,62,0,,54,22,47,16,256,8,1124,1350,3730,230,78,128,377,89,432,271,1217,77,6995,1478,152,324,9026.0,9026.0,9026.0,9026.0,9026.0
Kerala,2007,8962.0,6588.0,2374.0,756,,21,85,806,94,5,22,137,47,45,3787,0,4,1,1384,81,,33,182,1329,24,1,0,22,19,22,55,106,254,900,2702,2722,344,42,1892,1355,1835,524,1,399,4316,27,9,22,5,,75,19,46,17,305,7,1232,1326,3879,206,104,94,433,99,468,275,846,87,6999,1429,122,325,8962.0,8962.0,8962.0,8962.0,8962.0
Kerala,2008,8569.0,6130.0,2439.0,539,,26,76,601,101,24,32,235,47,49,3737,0,4,2,1315,117,,33,137,1329,17,3,1,35,45,28,36,73,240,905,2582,2626,301,52,1790,1436,1384,518,0,460,4329,28,4,41,10,,15,13,54,18,248,11,820,1320,4030,158,86,109,383,80,466,286,831,73,6675,1337,148,336,8569.0,8569.0,8569.0,8569.0,8569.0
Kerala,2009,8755.0,6322.0,2433.0,565,,49,174,621,109,13,20,260,46,109,3516,1,3,3,1425,119,,28,191,1291,69,1,0,67,31,23,21,79,274,1225,2593,2708,177,45,1654,1409,1424,543,2,502,4402,33,4,45,0,,35,44,40,16,249,7,896,1316,3933,228,106,95,598,72,434,274,803,73,6853,1349,153,327,8755.0,8755.0,8755.0,8755.0,8755.0
Kerala,2010,8586.0,6346.0,2240.0,452,,35,159,663,114,16,21,289,56,54,3574,0,4,7,1270,140,,42,344,1095,87,4,1,57,63,19,20,81,277,1094,2402,2516,286,60,1870,1314,1448,610,5,455,4295,48,22,56,0,,15,20,45,10,236,7,895,1219,3703,186,148,76,479,71,454,313,1042,73,6716,1333,128,336,8586.0,8586.0,8586.0,8586.0,8586.0
Kerala,2011,8431.0,6212.0,2219.0,336,,21,76,834,78,61,15,235,32,46,3760,0,2,1,1094,82,,30,427,1120,39,0,0,50,59,18,15,96,325,1150,2346,2598,170,61,1685,1080,1104,530,3,426,4839,19,7,46,0,,42,38,38,28,228,3,830,1214,3679,167,53,104,360,67,432,246,545,136,6393,1393,152,357,8431.0,8431.0,8431.0,7697.0,8431.0
Kerala,2012,8490.0,6409.0,2081.0,244,,33,116,1068,92,26,33,275,37,48,3743,0,5,1,1182,108,,44,339,867,64,10,0,65,46,15,29,119,359,1065,2582,2276,155,56,1878,884,822,430,4,301,5629,24,10,26,1,,14,73,34,18,213,7,1081,1194,3752,172,82,90,479,61,563,263,753,106,6441,1401,117,425,8490.0,8490.0,8490.0,8490.0,8490.0
Lakshadweep,2001,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2002,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2003,2.0,1.0,1.0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2.0,2.0,2.0,2.0,2.0
Lakshadweep,2004,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2005,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2006,2.0,1.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2.0,2.0,2.0,2.0,2.0
Lakshadweep,2007,3.0,1.0,2.0,0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3.0,3.0,3.0,3.0,3.0
Lakshadweep,2008,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2009,1.0,0.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0
Lakshadweep,2010,1.0,0.0,1.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0
Lakshadweep,2011,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Lakshadweep,2012,1.0,1.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,1.0
Madhya Pradesh,2001,6860.0,3536.0,3324.0,89,,37,6,2193,77,3,470,109,126,97,1502,2,53,6,278,123,,44,442,651,7,108,42,62,117,132,84,39,59,481,810,1382,2267,43,1779,1778,712,356,24,991,2078,14,58,52,11,,528,36,12,5,146,59,1372,2201,1677,148,106,14,288,182,357,305,210,19,4515,1987,22,317,6860.0,6860.0,6860.0,6860.0,6860.0
Madhya Pradesh,2002,6899.0,3579.0,3320.0,,84,48,26,1607,48,7,538,107,152,88,1618,1,38,47,243,150,60,,456,887,20,122,63,92,161,138,98,28,61,517,924,1540,1917,16,1896,2163,698,310,20,912,2114,17,68,23,4,201,,65,87,21,150,46,1340,2287,1323,132,118,28,363,218,435,337,318,82,4723,1641,107,346,6899.0,6899.0,6899.0,6899.0,6899.0
Madhya Pradesh,2003,6762.0,3538.0,3224.0,85,,31,59,1681,62,7,516,116,106,134,1630,0,29,2,226,157,,38,297,781,57,163,32,95,148,143,167,19,76,470,1000,1400,1970,11,1816,2086,498,336,39,962,2294,10,16,36,0,,187,50,21,21,136,70,1445,2029,1385,211,158,23,293,266,399,322,231,51,4586,1662,74,389,6762.0,6762.0,6762.0,6762.0,6762.0
Madhya Pradesh,2004,6795.0,3634.0,3161.0,64,,46,26,1955,37,6,622,144,99,71,1271,0,30,2,312,163,,53,393,807,21,114,96,94,146,136,87,36,96,681,1129,1484,1590,126,1653,2061,375,398,24,677,2527,20,52,29,12,,283,65,50,16,145,61,1638,2112,1223,188,150,14,325,204,395,264,282,67,4799,1495,92,342,6795.0,6795.0,6795.0,6795.0,6795.0
Madhya Pradesh,2005,5448.0,2851.0,2597.0,67,,32,12,1478,26,16,517,110,73,81,1045,4,18,3,321,118,,53,533,612,32,55,47,38,33,95,29,45,65,350,818,1262,1595,21,1292,1333,428,427,29,533,2192,28,19,24,7,,175,68,19,3,105,58,1248,1892,1111,161,123,8,198,54,215,199,239,63,3811,1187,129,258,5448.0,5448.0,5448.0,5448.0,5448.0
Madhya Pradesh,2006,6435.0,3503.0,2932.0,58,,46,36,1523,48,19,585,132,133,126,1294,18,37,25,322,132,,63,718,681,39,107,94,52,64,59,24,51,66,572,931,1249,1811,34,1721,1307,560,503,29,655,2358,21,24,103,3,,519,53,65,10,174,51,1375,1901,1625,165,129,9,207,96,267,365,296,48,4565,1457,94,271,6435.0,6435.0,6435.0,6435.0,6435.0
Madhya Pradesh,2007,6329.0,3470.0,2859.0,37,,61,9,1750,60,6,588,147,93,75,1221,11,15,52,304,154,,42,692,647,10,99,30,37,83,85,21,36,57,561,1138,1417,1594,9,1517,1397,329,344,39,681,2422,50,13,82,98,,394,120,131,18,156,55,1263,1907,1426,194,204,22,365,87,249,326,286,36,4342,1639,63,249,6329.0,6329.0,6329.0,6329.0,6329.0
Madhya Pradesh,2008,7629.0,4365.0,3264.0,61,,99,55,1687,139,52,758,313,193,109,1521,14,73,134,515,191,,63,284,633,43,139,56,169,125,100,103,60,141,888,1135,1628,1913,39,1825,1872,679,488,27,976,2709,27,18,108,5,,283,149,75,10,163,40,1379,2073,1938,235,237,18,331,230,437,420,331,142,4713,2156,237,381,7629.0,7629.0,7629.0,7629.0,7629.0
Madhya Pradesh,2009,9113.0,5100.0,4013.0,80,,67,25,1980,84,13,666,268,160,127,1469,0,9,173,383,208,,65,1913,671,53,118,80,134,94,106,167,111,112,1100,1391,2035,2232,119,2013,2031,515,634,57,1156,2712,36,34,58,0,,1461,135,49,2,153,80,1395,2286,2789,374,35,15,604,57,638,597,323,49,6101,2419,75,469,9113.0,9113.0,9113.0,9113.0,9113.0
Madhya Pradesh,2010,9003.0,5087.0,3916.0,88,,85,53,2163,120,13,776,476,177,246,1586,8,9,15,534,254,,83,1019,748,40,154,25,86,53,132,60,143,170,918,1558,1978,2137,101,1998,2105,709,539,74,1048,3049,21,33,87,6,,892,143,24,18,169,86,1237,2564,3000,320,146,16,371,114,402,459,374,133,6070,2354,96,350,9003.0,9003.0,9003.0,9003.0,9003.0
Madhya Pradesh,2011,9259.0,5240.0,4019.0,55,,87,16,2112,75,19,701,528,156,106,1563,1,16,10,632,298,,65,1018,1142,37,171,19,114,126,99,93,89,133,1045,1804,2117,1948,49,2074,2062,956,543,40,1315,3365,27,6,46,11,,446,130,23,30,171,88,1326,2732,2868,267,162,43,464,112,571,451,263,51,6346,2514,98,250,9259.0,9259.0,9259.0,9259.0,9259.0
Madhya Pradesh,2012,9775.0,5774.0,4001.0,118,,80,16,1759,75,29,631,581,193,126,2561,3,6,54,600,355,,51,877,1120,7,86,20,108,83,122,114,110,228,1018,1864,2032,2410,67,2046,1957,951,723,60,1203,3702,30,28,25,3,,597,125,42,22,176,131,1172,2740,2893,463,174,29,469,100,698,595,442,49,6532,2700,91,403,9775.0,9775.0,9775.0,9775.0,9775.0
Maharashtra,2001,14618.0,9338.0,5280.0,267,,130,123,1971,100,46,407,498,236,94,5016,0,3,100,1087,241,,130,151,2697,93,50,387,169,144,79,399,101,152,713,2955,3962,2741,45,3949,4568,1295,1982,26,2180,3477,104,41,51,6,,3,346,77,96,309,57,3536,3351,3185,268,124,182,438,259,1429,789,1057,159,10749,2994,189,527,14618.0,14618.0,14618.0,14618.0,14618.0
Maharashtra,2002,14529.0,9447.0,5082.0,,367,125,152,1426,107,29,299,627,210,110,4973,4,13,58,1295,263,120,,249,2851,54,76,342,238,44,100,397,106,164,771,3004,3845,2791,24,3824,4485,1432,1762,20,2171,3772,158,29,80,5,2,,290,14,19,248,42,3695,3415,2764,435,110,169,572,248,1297,826,998,96,10609,3152,148,524,14529.0,14529.0,14529.0,14529.0,14529.0
Maharashtra,2003,14760.0,9810.0,4950.0,390,,113,92,492,130,10,314,768,236,119,5491,24,16,93,1141,232,,123,327,3281,72,62,334,289,55,78,478,83,110,855,3211,3774,2654,40,4033,4644,1459,1672,10,2011,4159,74,42,60,0,,8,240,51,12,290,28,3836,3522,2565,286,135,150,545,276,1603,874,968,53,11040,2937,108,622,14760.0,14760.0,14760.0,14760.0,14760.0
Maharashtra,2004,14729.0,9903.0,4826.0,443,,126,103,408,132,43,336,972,301,141,4957,20,6,101,1303,210,,150,186,3320,121,30,404,308,68,82,458,91,148,926,3329,3583,2565,24,4063,5615,658,1419,10,1743,4604,93,19,59,0,,2,233,30,18,200,26,4147,3501,2217,319,163,123,532,244,1446,959,1078,87,10979,3054,103,506,14729.0,14729.0,14729.0,14729.0,14729.0
Maharashtra,2005,14426.0,9603.0,4823.0,432,,154,77,497,139,30,300,1021,285,125,4826,11,12,86,1335,241,,120,448,2891,160,33,273,261,67,69,533,118,156,868,3058,3824,2382,36,3984,4773,778,1484,14,1781,4979,101,34,37,2,,25,122,18,16,247,15,3926,3582,2177,393,118,121,390,300,1606,784,1029,74,10642,3045,69,596,14426.0,14426.0,14426.0,14426.0,14426.0
Maharashtra,2006,15494.0,10510.0,4984.0,815,,154,81,346,148,46,243,974,281,118,5380,13,18,126,1324,225,,108,538,3054,89,17,502,351,78,52,413,111,204,1000,3384,4426,2263,26,4080,4585,1260,1868,10,1975,5088,109,24,34,0,,12,169,18,24,302,16,4453,3653,2223,709,172,140,491,482,1345,882,944,72,11840,2949,83,550,15494.0,15494.0,15494.0,15494.0,15494.0
Maharashtra,2007,15184.0,10420.0,4764.0,883,,136,114,379,147,27,342,1074,230,181,5207,4,10,225,1406,222,,110,485,2582,104,19,452,324,82,67,372,135,178,978,3266,4278,2136,26,4187,4648,939,1803,15,1882,5317,82,32,20,0,,25,159,17,29,204,12,4238,3563,2246,747,135,163,444,226,1590,793,1039,81,11543,2968,67,525,15184.0,15184.0,15184.0,15184.0,15184.0
Maharashtra,2008,14374.0,9889.0,4485.0,808,,151,84,452,115,19,254,1032,236,97,5292,0,5,92,1263,205,,111,466,2512,42,28,375,251,71,62,351,91,149,965,3186,3861,2000,22,4100,4461,820,1411,6,1766,5421,75,17,10,0,,6,144,23,28,176,10,3802,3384,2410,540,196,133,469,157,1653,757,873,70,10810,2970,55,469,14374.0,14374.0,14374.0,14374.0,14374.0
Maharashtra,2009,14300.0,9785.0,4515.0,765,,137,139,345,134,26,211,1199,227,44,5279,11,8,112,1149,203,,95,474,2554,131,28,304,288,57,67,313,95,217,1043,3279,4077,1960,24,3605,4696,655,1257,11,1792,5351,94,13,40,0,,10,172,19,38,152,0,2872,3383,3128,630,163,136,419,154,1730,812,873,40,10746,3032,42,440,14300.0,14300.0,14300.0,14300.0,14300.0
Maharashtra,2010,15916.0,10858.0,5058.0,661,,154,103,551,139,36,241,1400,388,195,6057,4,15,100,1275,252,,98,565,2729,78,20,305,181,47,51,271,132,221,1131,4247,4079,1901,40,4165,4780,1306,1420,21,1736,6188,81,12,39,0,,9,94,11,42,176,1,3141,3639,3300,1123,147,117,445,183,1857,1056,908,49,11676,3643,23,525,15916.0,15916.0,15916.0,15916.0,15916.0
Maharashtra,2011,15947.0,10887.0,5060.0,736,,180,94,597,132,38,217,1417,308,88,6367,15,9,102,1185,281,,104,654,2639,68,18,160,183,52,53,250,128,212,1256,4140,4054,1853,26,4278,4586,1322,1482,7,1841,6240,72,23,46,1,,8,134,14,35,133,3,3337,3716,3490,786,86,147,610,195,1934,988,658,56,12083,3355,28,425,15947.0,15947.0,15947.0,15947.0,15947.0
Maharashtra,2012,16112.0,11304.0,4808.0,532,,154,75,607,162,26,227,1689,346,58,6496,2,6,73,1096,297,,102,611,2698,57,13,245,176,53,53,258,186,235,1209,4245,4164,1842,25,4206,3932,1324,1363,7,1674,7055,121,76,74,7,,30,228,33,57,128,3,3786,3350,3264,429,222,146,577,189,2264,921,964,55,12126,3440,43,448,16112.0,16112.0,16112.0,16112.0,16112.0
Manipur,2001,41.0,24.0,17.0,0,,0,0,38,0,0,0,2,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,3,15,9,7,0,6,1,16,0,1,1,20,0,0,0,0,,2,0,0,0,0,0,0,9,20,0,3,0,0,0,0,7,2,0,20,21,0,0,41.0,41.0,41.0,41.0,41.0
Manipur,2002,39.0,30.0,9.0,,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,9,8,14,4,0,3,0,14,0,3,0,21,0,0,0,0,1,,0,0,0,0,0,3,3,2,0,4,0,0,4,0,10,13,0,26,13,0,0,39.0,39.0,39.0,39.0,39.0
Manipur,2003,26.0,21.0,5.0,0,,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,0,0,0,2,6,0,3,0,15,0,0,0,0,,0,0,0,0,0,0,4,2,0,0,0,0,4,4,0,12,0,0,14,12,0,0,26.0,26.0,26.0,26.0,26.0
Manipur,2004,41.0,32.0,9.0,0,,0,0,34,0,0,0,4,0,0,0,0,0,0,0,2,,0,1,0,0,0,0,0,0,0,0,1,1,2,16,17,1,0,3,1,4,1,8,3,20,0,0,0,0,,2,0,2,0,0,0,2,1,2,0,0,0,3,12,1,10,9,0,20,21,0,0,41.0,41.0,41.0,40.0,41.0
Manipur,2005,27.0,23.0,4.0,0,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,,0,1,0,0,0,0,1,0,0,2,0,0,2,11,9,3,0,2,2,3,0,5,1,13,0,0,0,0,,2,0,0,0,1,0,2,2,8,0,0,0,4,8,0,2,0,0,17,10,0,0,27.0,27.0,27.0,26.0,27.0
Manipur,2006,36.0,24.0,12.0,0,,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,,0,15,0,0,0,0,0,0,0,0,0,0,7,16,10,1,0,2,0,1,0,9,1,24,0,0,0,0,,0,0,0,1,0,0,0,3,2,0,0,0,0,13,0,13,5,0,17,18,0,1,36.0,36.0,36.0,36.0,36.0
Manipur,2007,39.0,28.0,11.0,0,,0,0,36,0,0,0,2,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,6,13,13,4,0,3,2,4,0,11,0,19,0,0,0,0,,3,0,0,0,0,0,0,9,4,0,0,0,0,10,0,6,10,0,28,11,0,0,39.0,39.0,39.0,39.0,39.0
Manipur,2008,34.0,23.0,11.0,0,,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,3,10,17,2,0,1,1,13,0,4,0,16,0,0,0,0,,0,0,0,0,0,0,2,5,6,0,0,0,0,7,0,4,10,0,25,9,0,0,34.0,34.0,34.0,34.0,34.0
Manipur,2009,27.0,18.0,9.0,0,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,,0,6,0,0,0,0,0,0,0,0,0,0,0,13,5,4,0,5,4,4,0,9,0,10,0,0,0,0,,0,0,0,0,0,0,1,5,6,0,0,0,0,6,0,0,8,0,16,11,0,0,27.0,27.0,27.0,26.0,27.0
Manipur,2010,37.0,24.0,13.0,0,,0,0,2,0,0,0,0,0,0,9,0,0,0,0,1,,0,25,0,0,0,0,0,0,0,0,0,0,3,12,10,1,0,11,1,7,0,2,0,27,0,0,0,0,,0,0,0,0,0,0,4,8,6,0,0,0,0,6,0,1,12,0,21,15,0,1,37.0,37.0,37.0,37.0,37.0
Manipur,2011,33.0,18.0,15.0,0,,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,,0,23,0,0,0,0,0,0,0,0,0,1,4,11,9,2,0,6,5,4,0,4,0,19,0,0,0,0,,1,0,0,0,0,0,0,9,8,0,0,0,0,5,1,4,6,0,21,12,0,0,33.0,33.0,33.0,33.0,33.0
Manipur,2012,41.0,23.0,18.0,0,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,,0,22,0,0,0,1,1,0,0,0,0,1,12,18,5,4,0,1,1,3,0,4,1,31,0,0,0,0,,1,0,0,0,0,0,0,9,13,0,0,0,0,5,0,14,0,0,19,21,0,1,41.0,41.0,41.0,41.0,41.0
Meghalaya,2001,87.0,69.0,18.0,1,,0,0,38,0,0,0,0,0,0,5,0,0,0,3,0,,0,23,15,0,0,1,1,0,0,0,0,4,4,7,32,21,0,19,0,0,5,6,7,29,0,2,1,0,,35,1,0,0,0,1,4,4,36,2,0,4,4,10,2,7,14,0,42,37,1,7,87.0,87.0,87.0,87.0,87.0
Meghalaya,2002,67.0,49.0,18.0,,0,0,0,35,0,0,0,2,2,0,11,0,0,0,6,2,1,,0,5,0,0,2,1,0,0,0,0,0,2,8,12,31,0,14,0,0,13,1,0,37,0,3,0,0,10,,3,0,0,0,0,8,11,17,0,0,0,3,4,4,3,14,0,37,29,0,1,67.0,67.0,67.0,64.0,67.0
Meghalaya,2003,41.0,32.0,9.0,0,,0,0,25,0,1,0,0,0,0,2,0,0,0,3,2,,0,5,0,0,0,0,0,0,0,3,0,1,4,7,13,12,0,4,0,0,7,3,1,29,0,0,0,0,,1,0,0,0,0,0,4,1,16,0,0,0,1,4,6,3,6,0,18,15,1,7,41.0,41.0,41.0,41.0,41.0
Meghalaya,2004,55.0,39.0,16.0,1,,0,0,24,0,0,0,0,2,0,10,0,0,0,1,8,,0,0,5,0,0,3,0,0,0,1,0,1,9,7,12,15,1,10,0,1,8,4,8,33,0,1,0,0,,0,0,0,0,0,0,11,7,0,0,2,0,0,11,6,12,6,0,28,24,1,2,55.0,55.0,55.0,55.0,55.0
Meghalaya,2005,71.0,50.0,21.0,0,,0,0,42,0,0,0,0,0,0,10,2,1,0,0,2,,1,10,0,0,0,0,0,0,3,0,0,1,2,8,17,22,0,21,2,2,6,1,0,50,1,3,0,0,,2,3,0,0,0,1,4,11,13,0,1,5,3,1,3,11,19,0,46,24,1,0,71.0,71.0,71.0,71.0,71.0
Meghalaya,2006,92.0,69.0,23.0,0,,0,0,46,0,0,0,1,0,1,32,0,0,1,2,2,,0,4,3,0,0,0,0,0,0,0,0,0,9,18,39,7,1,18,3,3,6,2,1,68,0,0,0,1,,5,2,0,1,0,0,3,11,23,0,1,0,18,8,5,10,12,0,59,30,1,2,92.0,92.0,92.0,91.0,92.0
Meghalaya,2007,87.0,60.0,27.0,1,,0,0,28,0,0,0,0,2,0,30,0,0,0,2,6,,0,8,4,0,0,6,0,0,0,0,0,0,8,21,28,22,0,8,2,6,3,1,0,63,0,0,0,0,,12,0,0,0,0,0,18,6,17,0,1,0,9,7,0,17,12,1,36,44,4,2,87.0,87.0,87.0,87.0,87.0
Meghalaya,2008,85.0,57.0,28.0,0,,0,0,55,0,0,0,0,0,0,9,0,0,0,3,5,,0,4,2,0,0,0,6,0,0,1,0,1,13,19,23,23,0,6,0,1,10,2,0,66,0,0,0,0,,6,0,0,0,0,0,9,9,27,1,0,0,0,8,1,9,20,0,50,28,1,6,85.0,85.0,85.0,84.0,85.0
Meghalaya,2009,112.0,67.0,45.0,0,,0,0,61,0,0,0,2,2,0,13,0,1,0,13,5,,0,4,3,3,0,4,0,1,0,0,0,1,26,21,36,15,0,13,2,4,9,2,2,61,2,0,0,2,,18,6,0,2,0,2,21,11,49,3,2,2,3,1,1,9,7,11,60,31,1,9,112.0,112.0,112.0,109.0,112.0
Meghalaya,2010,108.0,80.0,28.0,0,,0,0,43,1,0,0,0,0,0,17,0,0,0,1,8,,0,22,15,0,0,0,0,0,1,0,0,2,2,18,24,26,0,36,1,1,8,0,3,83,0,0,0,0,,9,2,0,1,0,0,16,14,15,1,1,1,0,8,11,21,17,0,65,39,1,3,108.0,108.0,108.0,105.0,108.0
Meghalaya,2011,153.0,111.0,42.0,0,,0,0,81,0,1,0,3,3,0,23,0,0,0,12,5,,0,21,4,0,0,0,0,0,0,0,10,8,15,31,31,18,2,38,1,0,12,4,9,98,1,0,0,0,,28,0,0,0,0,0,22,15,22,6,2,0,10,6,8,37,21,2,72,73,0,6,153.0,153.0,153.0,149.0,153.0
Meghalaya,2012,128.0,90.0,38.0,0,,0,1,97,0,1,0,2,0,0,18,0,0,0,2,2,,0,5,0,0,0,0,0,0,0,0,0,0,1,29,26,29,0,43,2,0,0,1,5,118,0,1,0,0,,0,0,0,1,0,0,10,14,25,3,1,0,18,4,5,25,23,1,74,50,0,3,128.0,128.0,128.0,128.0,128.0
